//////////////////////////////////////////////////////////////////////
crop+affine+minmax / image / 2D / cpu
//////////////////////////////////////////////////////////////////////

         5292 function calls (5287 primitive calls) in 0.061 seconds

   Ordered by: cumulative time
   List reduced from 119 to 40 due to restriction <40>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       10    0.002    0.000    0.004    0.000 D:\Brett\code\AugMed\augmed\utils\matrix.py:77(create_rotation)
       70    0.000    0.000    0.004    0.000 D:\Brett\code\AugMed\augmed\utils\matrix.py:70(create_eye)
       10    0.001    0.000    0.004    0.000 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:172(__resolve_affine_chain)
       10    0.002    0.000    0.004    0.000 D:\Brett\code\AugMed\augmed\transforms\intensity\min_max.py:33(transform_intensity)
       70    0.000    0.000    0.004    0.000 D:\Brett\code\AugMed\augmed\utils\conversion.py:37(to_list)
       70    0.004    0.000    0.004    0.000 {built-in method torch.eye}



--- Top by total time ---
         8252 function calls (8247 primitive calls) in 1.700 seconds

   Ordered by: internal time
   List reduced from 155 to 20 due to restriction <20>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      390    0.572    0.001    0.572    0.001 {method 'to' of 'torch._C.TensorBase' objects}
       40    0.329    0.008    0.329    0.008 {built-in method torch.stack}
        5    0.285    0.057    1.186    0.237 D:\Brett\code\AugMed\augmed\utils\grid.py:91(grid_points)
       10    0.234    0.023    0.242    0.024 D:\Brett\code\AugMed\augmed\utils\grid.py:14(grid_sample)
      350    0.174    0.000    0.174    0.000 {built-in method torch.tensor}
      105    0.038    0.000    0.038    0.000 {method 'cpu' of 'torch._C.TensorBase' objects}
       30    0.005    0.000    0.005    0.000 {built-in method torch._C._linalg.linalg_multi_dot}
       10    0.004    0.000    0.024    0.002 D:\Brett\code\AugMed\augmed\transforms\grid\crop.py:62(transform_grid)
       70    0.004    0.000    0.004    0.000 {built-in method torch.eye}
       80    0.003    0.000    0.023    0.000 D:\Brett\code\AugMed\augmed\utils\matrix.py:29(affine_spacing)
       50    0.003    0.000    0.012    0.000 D:\Brett\code\AugMed\augmed\utils\matrix.py:135(create_translation)
       35    0.003    0.000    0.026    0.001 D:\Brett\code\AugMed\augmed\utils\geometry.py:75(fov)
       10    0.002    0.000    0.003    0.000 D:\Brett\code\AugMed\augmed\utils\matrix.py:48(create_affine)
       50    0.002    0.000    0.011    0.000 D:\Brett\code\AugMed\augmed\utils\matrix.py:11(affine_origin)
        5    0.002    0.000    0.176    0.035 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:288(transform_points)
       10    0.002    0.000    0.004    0.000 D:\Brett\code\AugMed\augmed\utils\matrix.py:77(create_rotation)
      595    0.002    0.000    0.176    0.000 D:\Brett\code\AugMed\augmed\utils\conversion.py:79(to_tensor)
       35    0.002    0.000    0.002    0.000 {built-in method torch.zeros}
       30    0.002    0.000    0.002    0.000 {method 'min' of 'torch._C.TensorBase' objects}
       10    0.002    0.000    0.004    0.000 D:\Brett\code\AugMed\augmed\transforms\intensity\min_max.py:33(transform_intensity)




//////////////////////////////////////////////////////////////////////
crop+affine+elastic+minmax / image / 3D / cuda
//////////////////////////////////////////////////////////////////////

         7567 function calls (7562 primitive calls) in 2.648 seconds

   Ordered by: cumulative time
   List reduced from 178 to 40 due to restriction <40>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    2.648    2.648 D:\Brett\code\AugMed\scripts\performance\profile.py:393(run)
        5    0.000    0.000    2.630    0.526 D:\Brett\code\AugMed\augmed\transforms\transform.py:248(transform)
    20/15    0.000    0.000    2.620    0.175 D:\Brett\code\AugMed\augmed\utils\args.py:17(wrapper)
        5    0.000    0.000    2.612    0.522 D:\Brett\code\AugMed\augmed\transforms\transform.py:95(transform)
        5    0.001    0.000    2.612    0.522 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:191(transform_images)
        5    0.001    0.000    1.467    0.293 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:40(__backward_transform_points_for_group)
        5    0.001    0.000    1.176    0.235 D:\Brett\code\AugMed\augmed\transforms\spatial\affine\affine.py:111(get_affine_backward_transform)
       10    0.001    0.000    1.167    0.117 D:\Brett\code\AugMed\augmed\utils\geometry.py:100(fov_centre)
       15    0.001    0.000    1.167    0.078 D:\Brett\code\AugMed\augmed\utils\geometry.py:75(fov)
      275    1.129    0.004    1.129    0.004 {built-in method torch.tensor}
      410    0.002    0.000    1.112    0.003 D:\Brett\code\AugMed\augmed\utils\conversion.py:79(to_tensor)
       45    0.002    0.000    1.101    0.024 D:\Brett\code\AugMed\augmed\utils\matrix.py:29(affine_spacing)
        5    0.166    0.033    1.081    0.216 D:\Brett\code\AugMed\augmed\utils\grid.py:91(grid_points)
      235    0.718    0.003    0.718    0.003 {method 'to' of 'torch._C.TensorBase' objects}
       40    0.389    0.010    0.389    0.010 {built-in method torch.stack}
        5    0.019    0.004    0.287    0.057 D:\Brett\code\AugMed\augmed\transforms\spatial\elastic.py:61(backward_transform_points)
       60    0.001    0.000    0.078    0.001 D:\Brett\.env\medical-imaging\lib\site-packages\torch\functional.py:210(einsum)
       60    0.076    0.001    0.076    0.001 {built-in method torch.einsum}
        5    0.003    0.001    0.030    0.006 D:\Brett\code\AugMed\augmed\transforms\spatial\elastic.py:201(control_grid)
       95    0.001    0.000    0.028    0.000 D:\Brett\code\AugMed\augmed\utils\conversion.py:8(to_numpy)
       45    0.000    0.000    0.026    0.001 D:\Brett\code\AugMed\augmed\utils\conversion.py:111(to_tuple)
        5    0.019    0.004    0.023    0.005 D:\Brett\code\AugMed\augmed\utils\grid.py:14(grid_sample)
       15    0.020    0.001    0.020    0.001 {built-in method torch.zeros}
       85    0.020    0.000    0.020    0.000 {method 'cpu' of 'torch._C.TensorBase' objects}
        5    0.000    0.000    0.018    0.004 D:\Brett\.env\medical-imaging\lib\site-packages\torch\cuda\__init__.py:944(synchronize)
        5    0.018    0.004    0.018    0.004 {built-in method torch._C._cuda_synchronize}
        5    0.000    0.000    0.017    0.003 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:420(freeze)
        5    0.000    0.000    0.017    0.003 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:421(<listcomp>)
        5    0.000    0.000    0.012    0.002 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:123(__get_transform_groups_grid_params)
        5    0.002    0.000    0.012    0.002 D:\Brett\code\AugMed\augmed\transforms\grid\crop.py:62(transform_grid)
        5    0.002    0.000    0.010    0.002 D:\Brett\code\AugMed\augmed\transforms\spatial\affine\affine.py:326(freeze)
       15    0.000    0.000    0.009    0.001 D:\Brett\code\AugMed\augmed\transforms\transform.py:217(freeze)
        5    0.007    0.001    0.009    0.002 D:\Brett\code\AugMed\augmed\transforms\spatial\elastic.py:241(__control_grid_draws)
       30    0.002    0.000    0.008    0.000 D:\Brett\code\AugMed\augmed\utils\matrix.py:11(affine_origin)
        5    0.000    0.000    0.008    0.002 D:\Brett\code\AugMed\augmed\transforms\spatial\affine\affine.py:15(__init__)
       30    0.002    0.000    0.007    0.000 D:\Brett\code\AugMed\augmed\utils\matrix.py:135(create_translation)
       85    0.006    0.000    0.006    0.000 {method 'detach' of 'torch._C.TensorBase' objects}
        5    0.000    0.000    0.006    0.001 D:\Brett\code\AugMed\augmed\transforms\spatial\affine\affine.py:91(__create_transforms)
       10    0.003    0.000    0.004    0.000 D:\Brett\code\AugMed\augmed\utils\matrix.py:48(create_affine)
       10    0.001    0.000    0.004    0.000 D:\Brett\code\AugMed\augmed\utils\matrix.py:77(create_rotation)



--- Top by total time ---
         7567 function calls (7562 primitive calls) in 2.648 seconds

   Ordered by: internal time
   List reduced from 178 to 20 due to restriction <20>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      275    1.129    0.004    1.129    0.004 {built-in method torch.tensor}
      235    0.718    0.003    0.718    0.003 {method 'to' of 'torch._C.TensorBase' objects}
       40    0.389    0.010    0.389    0.010 {built-in method torch.stack}
        5    0.166    0.033    1.081    0.216 D:\Brett\code\AugMed\augmed\utils\grid.py:91(grid_points)
       60    0.076    0.001    0.076    0.001 {built-in method torch.einsum}
       15    0.020    0.001    0.020    0.001 {built-in method torch.zeros}
       85    0.020    0.000    0.020    0.000 {method 'cpu' of 'torch._C.TensorBase' objects}
        5    0.019    0.004    0.023    0.005 D:\Brett\code\AugMed\augmed\utils\grid.py:14(grid_sample)
        5    0.019    0.004    0.287    0.057 D:\Brett\code\AugMed\augmed\transforms\spatial\elastic.py:61(backward_transform_points)
        5    0.018    0.004    0.018    0.004 {built-in method torch._C._cuda_synchronize}
        5    0.007    0.001    0.009    0.002 D:\Brett\code\AugMed\augmed\transforms\spatial\elastic.py:241(__control_grid_draws)
       85    0.006    0.000    0.006    0.000 {method 'detach' of 'torch._C.TensorBase' objects}
       20    0.004    0.000    0.004    0.000 {built-in method torch._C._linalg.linalg_multi_dot}
       85    0.003    0.000    0.003    0.000 {method 'item' of 'torch._C.TensorBase' objects}
        5    0.003    0.001    0.030    0.006 D:\Brett\code\AugMed\augmed\transforms\spatial\elastic.py:201(control_grid)
       10    0.003    0.000    0.004    0.000 D:\Brett\code\AugMed\augmed\utils\matrix.py:48(create_affine)
       50    0.003    0.000    0.003    0.000 {built-in method torch.eye}
       45    0.002    0.000    1.101    0.024 D:\Brett\code\AugMed\augmed\utils\matrix.py:29(affine_spacing)
        5    0.002    0.000    0.012    0.002 D:\Brett\code\AugMed\augmed\transforms\grid\crop.py:62(transform_grid)
       30    0.002    0.000    0.008    0.000 D:\Brett\code\AugMed\augmed\utils\matrix.py:11(affine_origin)




//////////////////////////////////////////////////////////////////////
crop+affine+elastic+minmax / image-labels / 3D / cuda
//////////////////////////////////////////////////////////////////////

         8072 function calls (8067 primitive calls) in 3.023 seconds

   Ordered by: cumulative time
   List reduced from 178 to 40 due to restriction <40>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    3.023    3.023 D:\Brett\code\AugMed\scripts\performance\profile.py:393(run)
        5    0.000    0.000    2.880    0.576 D:\Brett\code\AugMed\augmed\transforms\transform.py:248(transform)
    20/15    0.000    0.000    2.870    0.191 D:\Brett\code\AugMed\augmed\utils\args.py:17(wrapper)
        5    0.000    0.000    2.862    0.572 D:\Brett\code\AugMed\augmed\transforms\transform.py:95(transform)
        5    0.001    0.000    2.861    0.572 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:191(transform_images)
        5    0.001    0.000    1.369    0.274 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:40(__backward_transform_points_for_group)
        5    0.259    0.052    1.195    0.239 D:\Brett\code\AugMed\augmed\utils\grid.py:91(grid_points)
        5    0.001    0.000    1.082    0.216 D:\Brett\code\AugMed\augmed\transforms\spatial\affine\affine.py:111(get_affine_backward_transform)
       15    0.002    0.000    1.074    0.072 D:\Brett\code\AugMed\augmed\utils\geometry.py:75(fov)
       10    0.001    0.000    1.074    0.107 D:\Brett\code\AugMed\augmed\utils\geometry.py:100(fov_centre)
      290    1.060    0.004    1.060    0.004 {built-in method torch.tensor}
      460    0.002    0.000    1.019    0.002 D:\Brett\code\AugMed\augmed\utils\conversion.py:79(to_tensor)
       50    0.003    0.000    1.006    0.020 D:\Brett\code\AugMed\augmed\utils\matrix.py:29(affine_spacing)
      290    0.750    0.003    0.750    0.003 {method 'to' of 'torch._C.TensorBase' objects}
       40    0.360    0.009    0.360    0.009 {built-in method torch.stack}
        5    0.018    0.004    0.284    0.057 D:\Brett\code\AugMed\augmed\transforms\spatial\elastic.py:61(backward_transform_points)
       10    0.231    0.023    0.240    0.024 D:\Brett\code\AugMed\augmed\utils\grid.py:14(grid_sample)
        5    0.000    0.000    0.142    0.028 D:\Brett\.env\medical-imaging\lib\site-packages\torch\cuda\__init__.py:944(synchronize)
        5    0.142    0.028    0.142    0.028 {built-in method torch._C._cuda_synchronize}
       60    0.001    0.000    0.084    0.001 D:\Brett\.env\medical-imaging\lib\site-packages\torch\functional.py:210(einsum)
       60    0.082    0.001    0.082    0.001 {built-in method torch.einsum}
      105    0.001    0.000    0.040    0.000 D:\Brett\code\AugMed\augmed\utils\conversion.py:8(to_numpy)
       55    0.000    0.000    0.039    0.001 D:\Brett\code\AugMed\augmed\utils\conversion.py:111(to_tuple)
       90    0.038    0.000    0.038    0.000 {method 'cpu' of 'torch._C.TensorBase' objects}
        5    0.003    0.001    0.031    0.006 D:\Brett\code\AugMed\augmed\transforms\spatial\elastic.py:201(control_grid)
        5    0.000    0.000    0.018    0.004 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:420(freeze)
        5    0.000    0.000    0.018    0.004 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:421(<listcomp>)
        5    0.000    0.000    0.013    0.003 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:123(__get_transform_groups_grid_params)
        5    0.002    0.000    0.013    0.003 D:\Brett\code\AugMed\augmed\transforms\grid\crop.py:62(transform_grid)
        5    0.001    0.000    0.011    0.002 D:\Brett\code\AugMed\augmed\transforms\spatial\affine\affine.py:326(freeze)
        5    0.009    0.002    0.010    0.002 D:\Brett\code\AugMed\augmed\transforms\spatial\elastic.py:241(__control_grid_draws)
       35    0.002    0.000    0.010    0.000 D:\Brett\code\AugMed\augmed\utils\matrix.py:11(affine_origin)
       15    0.000    0.000    0.010    0.001 D:\Brett\code\AugMed\augmed\transforms\transform.py:217(freeze)
        5    0.000    0.000    0.008    0.002 D:\Brett\code\AugMed\augmed\transforms\spatial\affine\affine.py:15(__init__)
       30    0.002    0.000    0.007    0.000 D:\Brett\code\AugMed\augmed\utils\matrix.py:135(create_translation)
        5    0.000    0.000    0.007    0.001 D:\Brett\code\AugMed\augmed\transforms\spatial\affine\affine.py:91(__create_transforms)
       15    0.006    0.000    0.006    0.000 {built-in method torch.zeros}
       10    0.003    0.000    0.004    0.000 D:\Brett\code\AugMed\augmed\utils\matrix.py:48(create_affine)
        5    0.001    0.000    0.004    0.001 D:\Brett\code\AugMed\augmed\transforms\grid\crop.py:226(freeze)
       10    0.001    0.000    0.004    0.000 D:\Brett\code\AugMed\augmed\utils\matrix.py:77(create_rotation)



--- Top by total time ---
         8072 function calls (8067 primitive calls) in 3.023 seconds

   Ordered by: internal time
   List reduced from 178 to 20 due to restriction <20>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      290    1.060    0.004    1.060    0.004 {built-in method torch.tensor}
      290    0.750    0.003    0.750    0.003 {method 'to' of 'torch._C.TensorBase' objects}
       40    0.360    0.009    0.360    0.009 {built-in method torch.stack}
        5    0.259    0.052    1.195    0.239 D:\Brett\code\AugMed\augmed\utils\grid.py:91(grid_points)
       10    0.231    0.023    0.240    0.024 D:\Brett\code\AugMed\augmed\utils\grid.py:14(grid_sample)
        5    0.142    0.028    0.142    0.028 {built-in method torch._C._cuda_synchronize}
       60    0.082    0.001    0.082    0.001 {built-in method torch.einsum}
       90    0.038    0.000    0.038    0.000 {method 'cpu' of 'torch._C.TensorBase' objects}
        5    0.018    0.004    0.284    0.057 D:\Brett\code\AugMed\augmed\transforms\spatial\elastic.py:61(backward_transform_points)
        5    0.009    0.002    0.010    0.002 D:\Brett\code\AugMed\augmed\transforms\spatial\elastic.py:241(__control_grid_draws)
       15    0.006    0.000    0.006    0.000 {built-in method torch.zeros}
       85    0.003    0.000    0.003    0.000 {method 'item' of 'torch._C.TensorBase' objects}
       20    0.003    0.000    0.003    0.000 {built-in method torch._C._linalg.linalg_multi_dot}
        5    0.003    0.001    0.031    0.006 D:\Brett\code\AugMed\augmed\transforms\spatial\elastic.py:201(control_grid)
       10    0.003    0.000    0.004    0.000 D:\Brett\code\AugMed\augmed\utils\matrix.py:48(create_affine)
       50    0.003    0.000    0.003    0.000 {built-in method torch.eye}
       50    0.003    0.000    1.006    0.020 D:\Brett\code\AugMed\augmed\utils\matrix.py:29(affine_spacing)
       35    0.003    0.000    0.003    0.000 {method 'min' of 'torch._C.TensorBase' objects}
      460    0.002    0.000    1.019    0.002 D:\Brett\code\AugMed\augmed\utils\conversion.py:79(to_tensor)
        5    0.002    0.000    0.013    0.003 D:\Brett\code\AugMed\augmed\transforms\grid\crop.py:62(transform_grid)




//////////////////////////////////////////////////////////////////////
crop+affine+elastic+minmax / image-labels-points / 3D / cuda
//////////////////////////////////////////////////////////////////////

         14655 function calls (14614 primitive calls) in 3.358 seconds

   Ordered by: cumulative time
   List reduced from 208 to 40 due to restriction <40>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    3.358    3.358 D:\Brett\code\AugMed\scripts\performance\profile.py:393(run)
        5    0.000    0.000    3.357    0.671 D:\Brett\code\AugMed\augmed\transforms\transform.py:248(transform)
    20/15    0.000    0.000    3.349    0.223 D:\Brett\code\AugMed\augmed\utils\args.py:17(wrapper)
        5    0.000    0.000    3.341    0.668 D:\Brett\code\AugMed\augmed\transforms\transform.py:95(transform)
        5    0.001    0.000    2.884    0.577 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:191(transform_images)
        5    0.001    0.000    1.372    0.274 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:40(__backward_transform_points_for_group)
        5    0.185    0.037    1.211    0.242 D:\Brett\code\AugMed\augmed\utils\grid.py:91(grid_points)
      441    1.202    0.003    1.202    0.003 {built-in method torch.tensor}
      760    0.003    0.000    1.184    0.002 D:\Brett\code\AugMed\augmed\utils\conversion.py:79(to_tensor)
       35    0.015    0.000    1.097    0.031 D:\Brett\code\AugMed\augmed\utils\geometry.py:75(fov)
       20    0.001    0.000    1.094    0.055 D:\Brett\code\AugMed\augmed\utils\geometry.py:100(fov_centre)
        5    0.001    0.000    1.084    0.217 D:\Brett\code\AugMed\augmed\transforms\spatial\affine\affine.py:111(get_affine_backward_transform)
      102    0.005    0.000    1.024    0.010 D:\Brett\code\AugMed\augmed\utils\matrix.py:29(affine_spacing)
      600    0.735    0.001    0.735    0.001 {method 'to' of 'torch._C.TensorBase' objects}
      140    0.493    0.004    0.493    0.004 {built-in method torch.stack}
        5    0.004    0.001    0.457    0.091 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:288(transform_points)
       22    0.052    0.002    0.412    0.019 D:\Brett\code\AugMed\augmed\transforms\spatial\elastic.py:61(backward_transform_points)
        5    0.006    0.001    0.263    0.053 D:\Brett\code\AugMed\augmed\transforms\spatial\elastic.py:334(transform_points)
       10    0.233    0.023    0.241    0.024 D:\Brett\code\AugMed\augmed\utils\grid.py:14(grid_sample)
       36    0.001    0.000    0.110    0.003 D:\Brett\.env\medical-imaging\lib\site-packages\torch\autograd\__init__.py:358(grad)
       36    0.000    0.000    0.107    0.003 D:\Brett\.env\medical-imaging\lib\site-packages\torch\autograd\graph.py:816(_engine_run_backward)
       36    0.107    0.003    0.107    0.003 {method 'run_backward' of 'torch._C._EngineBase' objects}
      111    0.002    0.000    0.095    0.001 D:\Brett\.env\medical-imaging\lib\site-packages\torch\functional.py:210(einsum)
       22    0.015    0.001    0.094    0.004 D:\Brett\code\AugMed\augmed\transforms\spatial\elastic.py:201(control_grid)
      111    0.092    0.001    0.092    0.001 {built-in method torch.einsum}
      125    0.001    0.000    0.042    0.000 D:\Brett\code\AugMed\augmed\utils\conversion.py:8(to_numpy)
      110    0.039    0.000    0.039    0.000 {method 'cpu' of 'torch._C.TensorBase' objects}
       55    0.000    0.000    0.038    0.001 D:\Brett\code\AugMed\augmed\utils\conversion.py:111(to_tuple)
       22    0.030    0.001    0.037    0.002 D:\Brett\code\AugMed\augmed\transforms\spatial\elastic.py:241(__control_grid_draws)
       10    0.004    0.000    0.029    0.003 D:\Brett\code\AugMed\augmed\transforms\grid\crop.py:62(transform_grid)
        5    0.001    0.000    0.028    0.006 D:\Brett\code\AugMed\augmed\transforms\spatial\affine\affine.py:164(get_affine_transform)
       35    0.016    0.000    0.016    0.000 {built-in method torch.zeros}
       72    0.004    0.000    0.016    0.000 D:\Brett\code\AugMed\augmed\utils\matrix.py:11(affine_origin)
        5    0.000    0.000    0.016    0.003 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:123(__get_transform_groups_grid_params)
        5    0.000    0.000    0.016    0.003 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:420(freeze)
        5    0.000    0.000    0.016    0.003 D:\Brett\code\AugMed\augmed\transforms\pipeline.py:421(<listcomp>)
       50    0.003    0.000    0.013    0.000 D:\Brett\code\AugMed\augmed\utils\matrix.py:135(create_translation)
       32    0.010    0.000    0.013    0.000 D:\Brett\code\AugMed\augmed\utils\matrix.py:48(create_affine)
        5    0.001    0.000    0.010    0.002 D:\Brett\code\AugMed\augmed\transforms\spatial\affine\affine.py:326(freeze)
       22    0.002    0.000    0.009    0.000 D:\Brett\code\AugMed\augmed\transforms\spatial\elastic.py:220(<listcomp>)



--- Top by total time ---
         14655 function calls (14614 primitive calls) in 3.358 seconds

   Ordered by: internal time
   List reduced from 208 to 20 due to restriction <20>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      441    1.202    0.003    1.202    0.003 {built-in method torch.tensor}
      600    0.735    0.001    0.735    0.001 {method 'to' of 'torch._C.TensorBase' objects}
      140    0.493    0.004    0.493    0.004 {built-in method torch.stack}
       10    0.233    0.023    0.241    0.024 D:\Brett\code\AugMed\augmed\utils\grid.py:14(grid_sample)
        5    0.185    0.037    1.211    0.242 D:\Brett\code\AugMed\augmed\utils\grid.py:91(grid_points)
       36    0.107    0.003    0.107    0.003 {method 'run_backward' of 'torch._C._EngineBase' objects}
      111    0.092    0.001    0.092    0.001 {built-in method torch.einsum}
       22    0.052    0.002    0.412    0.019 D:\Brett\code\AugMed\augmed\transforms\spatial\elastic.py:61(backward_transform_points)
      110    0.039    0.000    0.039    0.000 {method 'cpu' of 'torch._C.TensorBase' objects}
       22    0.030    0.001    0.037    0.002 D:\Brett\code\AugMed\augmed\transforms\spatial\elastic.py:241(__control_grid_draws)
       35    0.016    0.000    0.016    0.000 {built-in method torch.zeros}
       22    0.015    0.001    0.094    0.004 D:\Brett\code\AugMed\augmed\transforms\spatial\elastic.py:201(control_grid)
       35    0.015    0.000    1.097    0.031 D:\Brett\code\AugMed\augmed\utils\geometry.py:75(fov)
       32    0.010    0.000    0.013    0.000 D:\Brett\code\AugMed\augmed\utils\matrix.py:48(create_affine)
       17    0.007    0.000    0.007    0.000 {built-in method torch.isclose}
      187    0.007    0.000    0.007    0.000 {method 'item' of 'torch._C.TensorBase' objects}
        5    0.006    0.001    0.263    0.053 D:\Brett\code\AugMed\augmed\transforms\spatial\elastic.py:334(transform_points)
       30    0.006    0.000    0.006    0.000 {built-in method torch._C._linalg.linalg_multi_dot}
       12    0.006    0.000    0.006    0.000 {built-in method torch._C._linalg.linalg_solve}
       92    0.005    0.000    0.005    0.000 {built-in method torch.eye}



